TIME,THERMOMETER_EXTERNAL,THERMOMETER23,HEATER23,SETPOINT23,THERMOMETER41,HEATER41,SETPOINT41,THERMOMETER31,HEATER31,SETPOINT31,THERMOMETER21,HEATER21,SETPOINT21,THERMOMETER11,HEATER11,SETPOINT11,THERMOMETER42,HEATER42,SETPOINT42,THERMOMETER32,HEATER32,SETPOINT32,THERMOMETER22,HEATER22,SETPOINT22,THERMOMETER12,HEATER12,SETPOINT12,THERMOMETER43,HEATER43,SETPOINT43,THERMOMETER33,HEATER33,SETPOINT33,THERMOMETER13,HEATER13,SETPOINT13,THERMOMETER44,HEATER44,SETPOINT44,THERMOMETER34,HEATER34,SETPOINT34,THERMOMETER24,HEATER24,SETPOINT24,THERMOMETER14,HEATER14,SETPOINT14 
6980,12.856734,19.457912,10,20.0,17.759043,0,16.0,19.995485,10,20.0,20.38347,10,20.0,20.599165,0,20.0,20.30928,10,20.0,19.645756,0,20.0,19.332403,10,20.0,19.838108,0,20.0,20.309454,10,20.0,19.635939,0,20.0,19.834679,0,20.0,19.541128,10,20.0,19.89014,10,20.0,20.388083,10,20.0,20.598745,0,20.0
6990,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7000,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7010,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7020,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7030,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7040,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7050,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7060,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7070,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7080,12.733337,19.382673,10,20.0,17.806334,0,16.0,20.15211,10,20.0,20.407381,10,20.0,20.515875,0,20.0,20.367817,10,20.0,19.545048,0,20.0,19.361376,10,20.0,19.687101,0,20.0,20.367992,10,20.0,19.535337,0,20.0,19.683712,0,20.0,19.556047,10,20.0,20.056967,10,20.0,20.410936,10,20.0,20.514914,0,20.0
7090,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7100,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7110,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7120,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7130,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7140,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7150,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7160,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7170,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7180,12.637198,19.409918,10,20.0,17.806519,0,16.0,20.31072,10,20.0,20.430803,10,20.0,20.388544,0,20.0,20.424213,10,20.0,19.447935,10,20.0,19.453674,10,20.0,19.54159,0,20.0,20.424412,10,20.0,19.438263,10,20.0,19.53824,0,20.0,19.570757,10,20.0,20.221706,10,20.0,20.433285,10,20.0,20.387072,0,20.0
7190,12.56023,19.500507,10,20.0,17.776293,0,16.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7200,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7210,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7220,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7230,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7240,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7250,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7260,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7270,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7280,12.56023,19.500507,10,20.0,17.776293,10,20.0,20.467684,10,20.0,20.45377,10,20.0,20.241003,0,20.0,20.478582,10,20.0,19.397543,10,20.0,19.569548,10,20.0,19.401537,10,20.0,20.478794,10,20.0,19.387903,10,20.0,19.398193,10,20.0,19.585268,10,20.0,20.382805,10,20.0,20.455164,10,20.0,20.23878,0,20.0
7290,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7300,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7310,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7320,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7330,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7340,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7350,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7360,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7370,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7380,12.497357,19.614695,10,20.0,17.736004,10,20.0,20.621384,0,20.0,20.476278,10,20.0,20.086254,0,20.0,20.531097,0,20.0,19.519768,10,20.0,19.691805,10,20.0,19.294437,10,20.0,20.531326,0,20.0,19.51014,10,20.0,19.291105,10,20.0,19.599586,10,20.0,20.539608,0,20.0,20.476606,10,20.0,20.083067,0,20.0
7390,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7400,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7410,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7420,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7430,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7440,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7450,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7460,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7470,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7480,12.445202,19.735334,10,20.0,17.7316,10,20.0,20.758667,0,20.0,20.49831,10,20.0,19.930864,0,20.0,20.558622,0,20.0,19.750908,10,20.0,19.813707,10,20.0,19.32655,10,20.0,20.558853,0,20.0,19.741278,10,20.0,19.323217,10,20.0,19.613712,10,20.0,20.679531,0,20.0,20.497608,10,20.0,19.926674,0,20.0
7490,12.401407,19.85566,10,20.0,17.769108,10,20.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7500,12.401407,19.85566,10,20.0,17.769108,10,20.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7510,12.401407,19.85566,10,20.0,17.769108,10,20.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7520,12.401407,19.85566,10,20.0,17.769108,10,20.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7530,12.401407,19.85566,10,20.0,17.769108,10,20.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7540,12.401407,19.85566,10,20.0,17.769108,10,20.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7550,12.401407,19.85566,10,20.0,17.769108,10,20.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7560,12.401407,19.85566,10,20.0,17.769108,0,16.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7570,12.401407,19.85566,10,20.0,17.769108,0,16.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7580,12.401407,19.85566,10,20.0,17.769108,0,16.0,20.808004,0,20.0,20.519878,0,20.0,19.77811,0,20.0,20.49232,0,20.0,20.02473,10,20.0,19.93277,10,20.0,19.461609,10,20.0,20.49255,0,20.0,20.01508,10,20.0,19.458296,10,20.0,19.627644,10,20.0,20.73127,0,20.0,20.51823,0,20.0,19.772926,0,20.0
7590,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7600,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7610,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7620,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7630,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7640,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7650,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7660,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7670,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7680,12.364262,19.973228,10,20.0,17.829115,0,16.0,20.770391,0,20.0,20.534039,0,20.0,19.629501,0,20.0,20.371367,0,20.0,20.311094,10,20.0,20.048233,10,20.0,19.641348,10,20.0,20.371614,0,20.0,20.301437,10,20.0,19.638042,10,20.0,19.64129,10,20.0,20.695965,0,20.0,20.531507,0,20.0,19.623396,0,20.0
7690,12.332508,20.087261,10,20.0,17.88248,0,16.0,20.684526,0,20.0,20.499083,0,20.0,19.485708,10,20.0,20.23129,0,20.0,20.597181,0,20.0,20.159918,10,20.0,19.836452,10,20.0,20.231539,0,20.0,20.58749,0,20.0,19.833147,10,20.0,19.65469,10,20.0,20.6124,0,20.0,20.49574,0,20.0,19.478783,10,20.0
7700,12.332508,20.087261,10,20.0,17.88248,0,16.0,20.684526,0,20.0,20.499083,0,20.0,19.485708,10,20.0,20.23129,0,20.0,20.597181,0,20.0,20.159918,10,20.0,19.836452,10,20.0,20.231539,0,20.0,20.58749,0,20.0,19.833147,10,20.0,19.65469,10,20.0,20.6124,0,20.0,20.49574,0,20.0,19.478783,10,20.0
